name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
sumenep,10/1/2023,32.6,25.3,28.3,37,25.3,30.3,22,69.7,0,0,0,,0,0,22,22.2,123.5,1012,29.9,19.4,311.7,27,10,10,2023-10-01T05:09:41,2023-10-01T17:19:26,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96937099999,96973099999,remote"
sumenep,10/2/2023,31.7,26.2,28.5,35.1,26.2,30.9,22.1,68.8,0,0,0,,0,0,27.4,21.9,125,1012.5,53.1,19.4,311.6,26.9,10,10,2023-10-02T05:09:10,2023-10-02T17:19:18,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96937099999,96973099999,remote"
sumenep,10/3/2023,32.9,25.4,28.6,37.9,25.4,31,22.2,69.4,0,0,0,,0,0,27.7,25.5,121.8,1013,61.8,19.4,314.8,27.1,10,10,2023-10-03T05:08:39,2023-10-03T17:19:10,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96937099999,96973099999,remote"
sumenep,10/4/2023,34.7,25.8,28.7,39.8,25.8,32.2,23.4,73.8,0,0,0,,0,0,32.8,19.1,108.8,1012.4,22.1,19.4,313.1,27,10,10,2023-10-04T05:08:09,2023-10-04T17:19:03,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96937099999,96973099999,remote"
sumenep,10/5/2023,32.7,26.7,28.9,39.9,26.7,33.1,24.1,76,0,0,0,,0,0,31.3,22.3,108.8,1011.5,16,19.4,307.2,26.4,10,30,2023-10-05T05:07:39,2023-10-05T17:18:56,0.69,Clear,Clear conditions throughout the day.,clear-day,"96937099999,96973099999,remote"
sumenep,10/6/2023,32.2,27,29.2,39.5,30.1,33,23.3,71.4,0,0,0,,0,0,33.5,19.8,114.3,1011.6,12.4,20.7,309.7,26.6,10,10,2023-10-06T05:07:09,2023-10-06T17:18:49,0.75,Clear,Clear conditions throughout the day.,clear-day,"96937099999,96973099999,remote"
sumenep,10/7/2023,33.7,27.4,29.1,39.9,30.9,33.4,23.9,74.1,0,0,0,,0,0,40,22.7,113.7,1011.5,25.8,19.4,296.5,25.4,10,30,2023-10-07T05:06:40,2023-10-07T17:18:43,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96937099999,96973099999,remote"
sumenep,10/8/2023,34.1,27.1,29.3,41.1,30,33.1,23.3,71,0,0,0,,0,0,45.7,37.1,113.7,1012.2,15,19.4,309.1,26.6,10,10,2023-10-08T05:06:11,2023-10-08T17:18:37,0.79,Clear,Clear conditions throughout the day.,clear-day,"96937099999,96973099999,remote"
sumenep,10/9/2023,33.3,26.9,29,39.9,29.7,33,23.6,73.1,0,0,0,,0,0,31.3,27.9,112.6,1012.4,9.1,19.4,315.8,27.2,10,10,2023-10-09T05:05:42,2023-10-09T17:18:32,0.82,Clear,Clear conditions throughout the day.,clear-day,"96937099999,96973099999,remote"
sumenep,10/10/2023,33,26.4,29,37.1,26.4,32.6,23.5,73.1,0,0,0,,0,0,24.5,15.5,111.2,1012,20.8,19.4,309.6,26.9,10,10,2023-10-10T05:05:14,2023-10-10T17:18:27,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96937099999,96973099999,remote"
sumenep,10/11/2023,32.2,27,29,39.5,29.8,32.8,23.2,71.5,0.2,100,8.33,rain,0,0,26.3,16.6,126.6,1011.6,21.9,19.4,299.7,26,10,10,2023-10-11T05:04:47,2023-10-11T17:18:22,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96937099999,96973099999,remote"
sumenep,10/12/2023,33.8,27.2,29.1,38.8,29.7,32.8,23.1,70.7,0,0,0,,0,0,36.4,20.5,116.7,1012.4,40.3,19.3,315,27,10,10,2023-10-12T05:04:20,2023-10-12T17:18:18,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96937099999,96973099999,remote"
sumenep,10/13/2023,33.2,27.2,29.1,40.3,30.1,33.4,23.8,73.5,0,0,0,,0,0,27.7,20.5,113.6,1012.3,44.1,20.1,299,25.8,10,10,2023-10-13T05:03:53,2023-10-13T17:18:14,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96937099999,96973099999,remote"
sumenep,10/14/2023,34.2,27.1,29.6,39.8,30.2,33.2,22.8,68.1,0,0,0,,0,0,38.5,25.2,117.5,1011.4,22.9,19.4,316.4,27.2,10,10,2023-10-14T05:03:27,2023-10-14T17:18:11,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96937099999,96973099999,remote"
sumenep,10/15/2023,34.1,27.4,29.6,41.4,31.2,33.6,23.1,69,0,0,0,,0,0,36,34.1,114.5,1011.4,38.4,19.4,304.4,26.4,10,10,2023-10-15T05:03:02,2023-10-15T17:18:08,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96937099999,96973099999,remote"
sumenep,10/16/2023,34.2,27.9,29.4,41.5,31.8,33.8,23.8,72.3,0,0,0,,0,0,36,22.3,115.7,1011.2,10,19.4,316.7,27.2,10,10,2023-10-16T05:02:37,2023-10-16T17:18:06,0.05,Clear,Clear conditions throughout the day.,clear-day,"96937099999,96973099999,remote"
sumenep,10/17/2023,34.4,26.2,29.3,40.6,26.2,33.2,23.4,71.5,0,0,0,,0,0,37.8,23.4,115.1,1011.7,41.2,19.4,320.9,27.7,10,10,2023-10-17T05:02:13,2023-10-17T17:18:05,0.09,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"96937099999,96973099999,remote"
sumenep,10/18/2023,34.3,27.3,29.4,38.9,30.4,32.9,23,69.6,0,0,0,,0,0,32,23.5,112.4,1011.9,11.3,20,320.3,27.6,10,10,2023-10-18T05:01:49,2023-10-18T17:18:03,0.12,Clear,Clear conditions throughout the day.,clear-day,"96937099999,96973099999,remote"
sumenep,10/19/2023,34.3,27.6,29.5,39.9,30.7,33.1,22.9,68.7,0,0,0,,0,0,29.5,25.9,119.8,1012.2,31,19.4,314,27.1,10,10,2023-10-19T05:01:26,2023-10-19T17:18:03,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96937099999,96973099999,remote"
sumenep,10/20/2023,33.4,26.4,29.3,42.7,26.4,33.4,23.6,72.1,0,0,0,,0,0,28.4,20.5,105.3,1011.8,30.4,19.4,316.7,27.4,10,10,2023-10-20T05:01:04,2023-10-20T17:18:03,0.19,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"96937099999,96973099999,remote"
sumenep,10/21/2023,33.2,25.8,29.2,38.7,25.8,33.1,23.8,74,0,0,0,,0,0,24.5,20.8,106.5,1011.9,53.3,19.4,315.4,27.4,10,30,2023-10-21T05:00:42,2023-10-21T17:18:04,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96937099999,96973099999,remote"
sumenep,10/22/2023,33.7,26.4,29.3,41,26.4,33.6,24.2,75.3,0,0,0,,0,0,22.7,23.7,109.7,1012.3,48.6,19.4,308.6,26.8,10,30,2023-10-22T05:00:21,2023-10-22T17:18:05,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96937099999,96973099999,remote"
sumenep,10/23/2023,33,27,29.1,39.1,30.1,33.3,24,74.9,0,0,0,,0,0,29.9,20.4,104.5,1011.9,44.3,19.4,312.6,27,10,30,2023-10-23T05:00:01,2023-10-23T17:18:07,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96937099999,96973099999,remote"
sumenep,10/24/2023,32.5,26.3,29.3,40.4,26.3,33.7,24.1,74.4,0.3,100,12.5,rain,0,0,25.6,35.3,115.2,1011.7,37.1,19.4,311,26.9,10,30,2023-10-24T04:59:41,2023-10-24T17:18:09,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"96937099999,96973099999,remote"
sumenep,10/25/2023,33.6,26.6,29.4,40.2,26.6,33.3,23.5,71.4,0,0,0,,0,0,26.3,22.7,105.8,1012.3,39.6,19.4,317.7,27.4,10,30,2023-10-25T04:59:23,2023-10-25T17:18:13,0.37,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"96937099999,96973099999,remote"
sumenep,10/26/2023,33.7,26.9,29.8,41.1,30.2,34.2,23.8,71.4,0,0,0,,0,0,23.8,14.8,140.1,1011.9,11.9,19.4,388,33.4,10,30,2023-10-26T04:59:05,2023-10-26T17:18:17,0.41,Clear,Clear conditions throughout the day.,clear-day,"96937099999,96973099999,remote"
sumenep,10/27/2023,34.1,25.2,29.2,41.8,25.2,32.7,23.3,71.5,0,0,0,,0,0,30.2,31.7,113.1,1011.4,14.3,19.4,318.3,27.6,10,30,2023-10-27T04:58:48,2023-10-27T17:18:21,0.44,Clear,Clear conditions throughout the day.,clear-day,"96937099999,96973099999,remote"
sumenep,10/28/2023,33.8,26.2,29.6,41,26.2,33.7,23.5,70.4,0,0,0,,0,0,32.4,17.6,110.3,1010.8,7.8,19.4,323.4,27.8,10,10,2023-10-28T04:58:31,2023-10-28T17:18:26,0.48,Clear,Clear conditions throughout the day.,clear-day,"96937099999,96973099999,remote"
sumenep,10/29/2023,34.1,26.7,29.8,41,26.7,34.1,23.6,70.2,0,0,0,,0,0,27.7,31.7,111.1,1010.2,22.8,19.4,325.9,28.1,10,10,2023-10-29T04:58:16,2023-10-29T17:18:32,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96937099999,96973099999,remote"
sumenep,10/30/2023,33.7,26.7,29.6,42.8,26.7,34.1,23.8,71.9,0.3,100,12.5,rain,0,0,28.1,17.6,117.8,1009.8,28.7,19.4,303.3,26.3,10,10,2023-10-30T04:58:01,2023-10-30T17:18:39,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96937099999,96973099999,remote"
sumenep,10/31/2023,33.7,25.6,29.4,44,25.6,33.9,24,73.3,0,0,0,,0,0,31,27.7,117.4,1009.9,21.5,19.4,315.3,27.2,10,30,2023-10-31T04:57:48,2023-10-31T17:18:46,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96937099999,96973099999,remote"
sumenep,11/1/2023,32.9,27.7,29.9,40.2,31.2,34.8,24.1,71.7,0,0,0,,0,0,25.2,19.7,117.2,1010.5,72,19.3,308.4,26.7,10,30,2023-11-01T04:57:35,2023-11-01T17:18:54,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96937099999,96973099999,remote"
sumenep,11/2/2023,34.2,27.1,30,41.5,30.4,34.8,23.8,70.2,0,0,0,,0,0,30.6,18.4,114.9,1009.7,23.9,19.3,318.6,27.6,10,30,2023-11-02T04:57:23,2023-11-02T17:19:03,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96937099999,96973099999,remote"
sumenep,11/3/2023,33.1,28.2,29.9,41.7,32.2,35.5,24.6,73.8,0.2,100,4.17,rain,0,0,28.8,31.7,114.8,1009.3,53.6,18.6,284.7,24.6,9,30,2023-11-03T04:57:12,2023-11-03T17:19:12,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96937099999,96973099999,remote"
sumenep,11/4/2023,32,27.2,29.3,39.6,30.3,34.2,24.4,75.2,2,100,4.17,rain,0,0,27.7,16.9,109.2,1009.6,53.3,18.2,281.5,24.3,9,30,2023-11-04T04:57:02,2023-11-04T17:19:23,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96937099999,96973099999,remote"
sumenep,11/5/2023,33.7,27.5,29.5,42.5,31.2,34.7,24.6,75.4,0.3,100,12.5,rain,0,0,24.8,18.4,100.2,1010,28.6,19.2,300.1,26,10,30,2023-11-05T04:56:52,2023-11-05T17:19:34,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"96937099999,96973099999,remote"
sumenep,11/6/2023,33.6,27.2,29.8,41,30.7,34.7,24.3,73.1,0,0,0,,0,0,23,14.5,121.9,1010.2,51.5,19.4,320,27.6,10,30,2023-11-06T04:56:44,2023-11-06T17:19:45,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96937099999,96973099999,remote"
sumenep,11/7/2023,33.6,27.1,29.9,39.7,30.3,34.1,23.4,69,0,0,0,,0,0,19.8,15.9,121.1,1010.3,67.8,20,315.1,27.2,10,30,2023-11-07T04:56:37,2023-11-07T17:19:58,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96937099999,96973099999,remote"
sumenep,11/8/2023,33.9,27.3,30.3,40.7,30.6,34.8,23.6,68.5,0.2,100,4.17,rain,0,0,20.2,10.4,113.3,1009.5,18.1,19.4,318,27.4,10,30,2023-11-08T04:56:30,2023-11-08T17:20:11,0.83,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"96937099999,96973099999,remote"
sumenep,11/9/2023,33.5,27.1,29.7,41.6,30.5,35.1,24.7,74.7,1.6,100,29.17,rain,0,0,21.6,11.2,311.9,1010.3,77.2,19.8,267.1,23.1,9,30,2023-11-09T04:56:25,2023-11-09T17:20:25,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96937099999,96973099999,remote"
sumenep,11/10/2023,35.1,27.5,29.9,44.5,31.3,35.1,24.4,73.1,1.1,100,37.5,rain,0,0,16.9,12.6,31.2,1010.8,80.2,19.9,285.3,24.6,10,30,2023-11-10T04:56:21,2023-11-10T17:20:39,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96937099999,96973099999,remote"
sumenep,11/11/2023,33.4,27.6,30.1,41.7,31.5,35.2,24.3,71.8,0.7,100,20.83,rain,0,0,18,10.4,89.2,1011,50.2,19.1,296.7,25.4,9,30,2023-11-11T04:56:17,2023-11-11T17:20:55,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"96937099999,96973099999,remote"
sumenep,11/12/2023,34.1,27.4,30.4,41.6,31.3,35.2,23.8,68.8,0.4,100,16.67,rain,0,0,20.9,18.4,124.6,1011,33.1,19,303.8,26.2,10,30,2023-11-12T04:56:15,2023-11-12T17:21:11,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96937099999,96973099999,remote"
sumenep,11/13/2023,34.1,27.4,30.7,42.2,31.2,35.6,23.7,67.3,0.5,100,16.67,rain,0,0,20.2,15.5,129.2,1011,48.3,19.2,297.4,25.7,9,30,2023-11-13T04:56:13,2023-11-13T17:21:28,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96937099999,96973099999,remote"
sumenep,11/14/2023,34.1,28.1,30.6,42.5,32.2,36.7,24.8,71.6,0.5,100,20.83,rain,0,0,26.6,24.8,119.9,1010.5,56.9,19.4,297.3,25.6,10,30,2023-11-14T04:56:13,2023-11-14T17:21:45,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"96937099999,96973099999,remote"
sumenep,11/15/2023,34.9,27.8,30.2,44,31.9,36.2,24.9,74,5,100,4.17,rain,0,0,19.8,24.1,153.7,1010.7,61.3,19.6,263.7,22.8,9,30,2023-11-15T04:56:14,2023-11-15T17:22:03,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"96937099999,96973099999,remote"
sumenep,11/16/2023,34.4,27.1,30.1,41.6,30.3,35.2,24.2,71.7,1.6,100,37.5,rain,0,0,20.5,20.5,184.4,1010.9,73.9,18.4,271.5,23.4,9,30,2023-11-16T04:56:15,2023-11-16T17:22:22,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96937099999,96973099999,remote"
sumenep,11/17/2023,33.1,27.2,29.5,41.6,30.5,34.8,24.7,75.7,1.6,100,33.33,rain,0,0,24.8,22.3,277,1011.1,68.5,16.6,257.3,22.3,8,30,2023-11-17T04:56:18,2023-11-17T17:22:42,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96937099999,96973099999,remote"
sumenep,11/18/2023,34.3,26.8,29.8,40.9,29.4,34.4,23.8,71.1,1.2,100,29.17,rain,0,0,22.3,16.6,255.3,1010.2,43.3,19.2,286.2,24.7,10,30,2023-11-18T04:56:21,2023-11-18T17:23:02,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96937099999,96973099999,remote"
sumenep,11/19/2023,34.2,27.6,30.5,40.7,30.9,34.7,23,65.4,0.4,100,12.5,rain,0,0,20.9,21.9,161.8,1009.8,30.7,19.4,294.2,25.5,10,10,2023-11-19T04:56:26,2023-11-19T17:23:23,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96937099999,96973099999,remote"
sumenep,11/20/2023,34.7,27.5,30.8,42,30.9,35.7,23.6,66.1,0.2,100,8.33,rain,0,0,25.9,17,144.5,1009.9,16.9,19.2,305.2,26.4,10,10,2023-11-20T04:56:31,2023-11-20T17:23:45,0.25,Rain,Clear conditions throughout the day with rain.,rain,"96937099999,96973099999,remote"
sumenep,11/21/2023,34.4,27.7,30.6,41.8,31.4,36,24.2,69.6,0.2,100,8.33,rain,0,0,32,19.4,124.6,1009.2,34.1,19.4,310.9,27,10,30,2023-11-21T04:56:38,2023-11-21T17:24:07,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96937099999,96973099999,remote"
sumenep,11/22/2023,35.5,28.4,30.8,44.4,33.1,36.7,24.5,69.6,0,0,0,,0,0,35.3,25.8,120.6,1008.2,76,19.4,306.6,26.4,10,30,2023-11-22T04:56:46,2023-11-22T17:24:30,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96937099999,96973099999,remote"
sumenep,11/23/2023,35.1,28.9,30.9,42.7,33.8,36.7,24.4,69.1,0.3,100,12.5,rain,0,0,25.9,14.4,114.3,1007.7,86.7,19.4,272.8,23.4,9,30,2023-11-23T04:56:54,2023-11-23T17:24:53,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96937099999,96973099999,remote"
sumenep,11/24/2023,32.9,27.1,29.5,41.4,30.4,35,24.9,76.9,3.8,100,58.33,rain,0,0,26.3,20.5,84.9,1008,88.3,18.7,250.1,21.6,8,30,2023-11-24T04:57:04,2023-11-24T17:25:17,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96937099999,96973099999,remote"
sumenep,11/25/2023,32,24.4,28.1,40.6,24.4,32,24.6,81.6,46,100,16.67,rain,0,0,20.2,36.8,172.3,1009,94.6,17.6,240.4,20.7,9,30,2023-11-25T04:57:14,2023-11-25T17:25:42,0.42,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"96937099999,96973099999,remote"
sumenep,11/26/2023,32.7,25.5,28.8,41.7,25.5,32.9,24.4,78.1,1.6,100,33.33,rain,0,0,18,13,155,1008.7,86.3,17.8,259.5,22.3,9,30,2023-11-26T04:57:26,2023-11-26T17:26:07,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96937099999,96973099999,remote"
sumenep,11/27/2023,30.6,26,28.2,37.2,26,31.9,24.6,81.5,1,100,4.17,rain,0,0,22,17.3,332.6,1008.7,82.2,18,234.6,20.3,7,10,2023-11-27T04:57:38,2023-11-27T17:26:33,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96937099999,96973099999,remote"
sumenep,11/28/2023,30.3,25.1,27.2,37.6,25.1,29.8,24.6,86,57,100,8.33,rain,0,0,15.1,8.6,281.7,1009.3,98.7,16.9,155.3,13.5,6,30,2023-11-28T04:57:52,2023-11-28T17:26:59,0.53,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"96937099999,96973099999,remote"
sumenep,11/29/2023,31.7,26,28.3,37.4,26,32.5,24.9,82.1,5.1,100,62.5,rain,0,0,25.2,20.4,95.2,1008.8,88.1,18.4,231.1,19.9,8,30,2023-11-29T04:58:06,2023-11-29T17:27:26,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96937099999,96973099999,remote"
sumenep,11/30/2023,33.4,26.7,29,42.2,26.7,34.4,25.2,80.8,5.4,100,58.33,rain,0,0,24.5,27.3,117.1,1009,86.4,19.2,258.1,22.2,9,30,2023-11-30T04:58:21,2023-11-30T17:27:53,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96937099999,96973099999,remote"
sumenep,12/1/2023,31.6,25.7,27.5,39,25.7,30.4,25,86.4,27,100,12.5,rain,0,0,16.6,14.8,202.9,1009.1,95.9,13.5,208.3,18,7,30,2023-12-01T04:58:37,2023-12-01T17:28:21,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"96937099999,96973099999,remote"
sumenep,12/2/2023,32.2,25.5,28.4,41.1,25.5,32.8,24.9,81.6,3.5,100,50,rain,0,0,27.4,18.4,126.7,1008.9,92.3,18.8,265.1,22.8,10,30,2023-12-02T04:58:54,2023-12-02T17:28:49,0.65,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"96937099999,96973099999,remote"
sumenep,12/3/2023,31.6,26.1,28.6,40.1,26.1,33.5,25,81.3,2,100,33.33,rain,0,0,24.5,13.7,105.6,1009.4,72.6,16.7,250.3,21.6,8,30,2023-12-03T04:59:12,2023-12-03T17:29:17,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96937099999,96973099999,remote"
sumenep,12/4/2023,32.7,26.7,28.5,40.6,26.7,33,24.7,80.3,4,100,4.17,rain,0,0,20.9,15.8,148.1,1010.1,89.2,17.2,195.7,16.8,8,30,2023-12-04T04:59:31,2023-12-04T17:29:46,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"96937099999,96973099999,remote"
sumenep,12/5/2023,34,26.6,29.1,42.5,26.6,33.8,24.7,77.7,1.2,100,20.83,rain,0,0,20.5,14,132.7,1009.5,59.8,19.2,284,24.6,10,30,2023-12-05T04:59:50,2023-12-05T17:30:15,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96937099999,96973099999,remote"
sumenep,12/6/2023,32.9,27,28.9,41,30.3,34.2,25.2,81.1,0.7,100,4.17,rain,0,0,18.4,15.5,246.8,1009.7,75.3,19,286.4,24.5,10,60,2023-12-06T05:00:10,2023-12-06T17:30:44,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96937099999,96973099999,remote"
sumenep,12/7/2023,33.2,25.9,28.5,43.3,25.9,32.6,25.1,82.1,3.6,100,58.33,rain,0,0,25.6,15.5,284.5,1009.8,87.3,19.4,274.3,23.5,9,60,2023-12-07T05:00:31,2023-12-07T17:31:14,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96937099999,96973099999,remote"
sumenep,12/8/2023,31.9,26.1,28.5,40.5,26.1,32.5,24.9,81.4,6,100,4.17,rain,0,0,21.2,11.5,256.5,1009.5,82.5,17.2,255.5,22,9,60,2023-12-08T05:00:53,2023-12-08T17:31:44,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"96937099999,96973099999,remote"
sumenep,12/9/2023,31.5,26.6,28.3,39,26.6,32.9,25.2,83.8,4.2,100,54.17,rain,0,0,18.7,11.9,254.4,1009.2,86.3,18.6,212.2,18.5,7,60,2023-12-09T05:01:16,2023-12-09T17:32:14,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96937099999,96973099999,remote"
sumenep,12/10/2023,31.3,25.8,27.6,39.7,25.8,31.4,25,86,14,100,4.17,rain,0,0,23.8,22.2,326.6,1008.6,94.4,17.5,168,14.3,7,30,2023-12-10T05:01:39,2023-12-10T17:32:44,0.91,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"96937099999,96973099999,remote"
sumenep,12/11/2023,32.8,26,28.9,41.4,26,33.7,24.8,78.7,0.8,100,25,rain,0,0,16.2,15.8,329.7,1008.1,70.1,19.2,226.3,19.6,7,60,2023-12-11T05:02:03,2023-12-11T17:33:14,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96937099999,96973099999,remote"
sumenep,12/12/2023,33.9,26.3,29,41.5,26.3,33.8,24.8,78.5,1.2,100,37.5,rain,0,0,18.4,12.6,325.6,1008.1,32.9,20.2,275.4,23.8,9,30,2023-12-12T05:02:28,2023-12-12T17:33:45,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96937099999,96973099999,remote"
sumenep,12/13/2023,30.7,26.9,28.4,38.7,30.4,33.7,25.4,84,6.5,100,8.33,rain,0,0,19.1,12.6,337.5,1009,74.6,17.5,253.6,22,9,30,2023-12-13T05:02:53,2023-12-13T17:34:16,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96937099999,96973099999,remote"
sumenep,12/14/2023,33.1,26.3,28.3,44,26.3,32.4,25.2,84,0.6,100,4.17,rain,0,0,16.9,20.5,233.7,1009.8,90.9,18.4,218.5,18.9,8,30,2023-12-14T05:03:19,2023-12-14T17:34:46,0.04,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"96937099999,96973099999,remote"
sumenep,12/15/2023,32.1,26.1,28,39.8,26.1,32.1,24.9,83.6,2,100,4.17,rain,0,0,25.9,14.4,315,1009.5,81.3,17.6,215.4,18.5,7,30,2023-12-15T05:03:45,2023-12-15T17:35:17,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96937099999,96973099999,remote"
sumenep,12/16/2023,33.1,26.2,28.8,40,26.2,33.4,25,80.9,2.3,100,45.83,rain,0,0,20.5,9.7,265.4,1009.1,76.8,18.4,262.6,22.6,9,30,2023-12-16T05:04:12,2023-12-16T17:35:47,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96937099999,96973099999,remote"
sumenep,12/17/2023,33.6,26.6,29,42.1,26.6,33.8,24.8,79,1.5,100,37.5,rain,0,0,20.5,20.5,160.8,1009.5,71.7,17.8,264.9,23,9,30,2023-12-17T05:04:39,2023-12-17T17:36:18,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96937099999,96973099999,remote"
sumenep,12/18/2023,32.9,26.4,29.2,40.5,26.4,33.6,24.3,75.1,0.5,100,20.83,rain,0,0,15.1,18.6,142,1009.7,83.1,19.3,277.9,24,9,10,2023-12-18T05:05:07,2023-12-18T17:36:49,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96937099999,96973099999,remote"
sumenep,12/19/2023,33.2,26.8,29.4,38.9,29.2,33.2,23.2,70.2,0.5,100,16.67,rain,0,0,19.8,10.4,209.9,1009.8,54.7,19.5,257.1,22.2,9,10,2023-12-19T05:05:36,2023-12-19T17:37:19,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96937099999,96973099999,remote"
sumenep,12/20/2023,33.8,26.4,29.4,39.3,26.4,32.7,22.7,67.9,0.5,100,20.83,rain,0,0,17.3,18.4,186.5,1009.5,44.7,19.4,289.6,25.1,9,10,2023-12-20T05:06:04,2023-12-20T17:37:49,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96937099999,96973099999,remote"
